id,label,interval,importance,eccentricity,closeness_centrality,harmonic_closeness,betweenness
1.0406472945327E+018,UScharlottt,,1,0,0,0,0
251633354,USABehFarsi,,1,0,0,0,0
83435676,UNWatch,,1,0,0,0,0
138632648,unrulified,,1,0,0,0,0
1.33385297928435E+018,unknownuserWLF,,1,0,0,0,0
1.57400841136004E+018,unknownproteste,,1,0,0,0,0
9.48968653374017E+017,Unforgiven1371,,1,0,0,0,0
1.25233350144732E+018,UncleRevi,,1,0,0,0,0
21614316,unandu_,,1,0,0,0,0
1.53722560455403E+018,UltraDane,,1,0,0,0,0
16192197,UANI,,1,0,0,0,0
1.66149792183602E+018,tym673846523716,,1,0,0,0,0
1.39133326258119E+018,twiterrism819,,1,0,0,0,0
22703645,TuckerCarlson,,1,0,0,0,0
28428829,tsoofbaror,,1,0,0,0,0
1.31202837008815E+018,Tsihanouskaya,,1,0,0,0,0
25508510,truthandfiction,,1,0,0,0,0
1.57812972090186E+018,Truth7inspired,,1,0,0,0,0
2921501520,truskesadeghi,,1,0,0,0,0
1.81692085052577E+018,TrumpIranians,,1,0,0,0,0
1.0588239724507E+018,truecoopspapa,,1,0,0,0,0
1.57345210981466E+018,trollsiasi,,1,0,0,0,0
374712154,TRobinsonNewEra,,1,0,0,0,0
1.07266058906179E+018,TPointUK,,1,0,0,0,0
3609078502,tovaherskovitz,,1,0,0,0,0
1.67142790735529E+018,tousheh,,1,0,0,0,0
1460339257,ToukaNeyestani,,1,0,0,0,0
1.57067201347129E+018,TorturedUs,,1,0,0,0,0
1.49351916591482E+018,torojoonemola,,1,0,0,0,0
1.6072038994039E+018,torkaman72,,1,0,0,0,0
1.45166593980042E+018,tootferangi,,1,0,0,0,0
255073754,tootfaranghi,,1,0,0,0,0
1.68347010348717E+018,ToonDazza,,1,0,0,0,0
1.45510666900912E+018,ToomajSalehiFan,,1,0,0,0,0
1.67960492747011E+018,ToomajSale53904,,1,0,0,0,0
1.64005270775414E+018,toomajofficial2,,1,0,0,0,0
1.5868454914379E+018,ToomajArmy,,1,0,0,0,0
1.71272464361685E+018,toomajam1,,1,0,0,0,0
3164924710,TonyFreeman2015,,1,0,0,0,0
2314094473,tonddarr,,1,0,0,0,0
1.50029802653088E+018,Tondar1985,,1,0,0,0,0
1.68142195254668E+018,Tommyshofazhi,,1,0,0,0,0
2650464768,TOIAlerts,,1,0,0,0,0
1.38113929528148E+018,titii80,,1,0,0,0,0
1.61673157066829E+018,titan1397,,1,0,0,0,0
1.39997717052993E+018,titab_inmood,,1,0,0,0,0
456965969,tishtrya,,1,0,0,0,0
306132454,tirimirii,,1,0,0,0,0
1.57459356626068E+018,tiregheib,,1,0,0,0,0
2744823798,Tiredgnat,,1,0,0,0,0
8.30726294077792E+017,tired_phantom,,1,0,0,0,0
1.64486113882632E+018,tintinsnowy_,,1,0,0,0,0
559891962,TinaGhazimorad,,1,0,0,0,0
1323572124,TinaFay1978,,1,0,0,0,0
1.7069922745324E+018,Tinaaa2048,,1,0,0,0,0
1.57476874971405E+018,Tina_tina_7777,,1,0,0,0,0
34367582,TimRunsHisMouth,,1,0,0,0,0
1.0663927927154E+018,Timesofgaza,,1,0,0,0,0
1.40578435417819E+018,Timateh,,1,0,0,0,0
1.78171079829902E+018,tiiimsar,,1,0,0,0,0
1.57221287716285E+018,tii_ech,,1,0,0,0,0
1.49780056216274E+018,Tigeress1401,,1,0,0,0,0
1.06567766088034E+018,TigayBarry,,1,0,0,0,0
1.09305825837219E+018,tierraElibertad,,1,0,0,0,0
1.74270172630872E+018,tidehaaa,,1,0,0,0,0
1.57670223515273E+018,Thorin9900,,1,0,0,0,0
1.6962352064353E+018,thisismeaban,,1,0,0,0,0
140051163,thijsreuten,,1,0,0,0,0
8.29018916190036E+017,thewayoulookt,,1,0,0,0,0
2386350236,thestevennabil,,1,0,0,0,0
1.09446356299773E+018,thesittinggav,,1,0,0,0,0
9.49022730065797E+017,TheRitalin,,1,0,0,0,0
1.71123548675105E+018,THEREALJEW613,,1,0,0,0,0
1.59189212778461E+018,Theoristswarn,,1,0,0,0,0
1.4697073414194E+018,theomen1978,,1,0,0,0,0
1.72823031978103E+018,TheNursesofIran,,1,0,0,0,0
1.68488134358116E+018,TheNihlOnExile,,1,0,0,0,0
7.74174489458332E+017,TheMossadIL,,1,0,0,0,0
1.16089636374968E+018,TheLordChung,,1,0,0,0,0
1.53359356275504E+018,TheLastFist,,1,0,0,0,0
1.74144294811648E+018,TheIslamHub,,1,0,0,0,0
8.45376539315204E+017,TheHarrisSultan,,1,0,0,0,0
56356173,TheGreatCyrusII,,1,0,0,0,0
9.3281501654954E+017,thegeev_,,1,0,0,0,0
1.71038366440249E+018,ThEeRossgellerR,,1,0,0,0,0
9.0876563610871E+017,theedrisishouse,,1,0,0,0,0
9.26031038371062E+017,TheDrIman,,1,0,0,0,0
2800216425,TheChelseaForum,,1,0,0,0,0
4914384040,TheBabylonBee,,1,0,0,0,0
1.60546479116174E+018,TheAvenger1st,,1,0,0,0,0
1.68233235642049E+018,TheAlef_,,1,0,0,0,0
1.35194338185387E+018,TheAkbarShah,,1,0,0,0,0
1.66179068058943E+018,the1stkhashayar,,1,0,0,0,0
1.33634063892988E+018,The1_No1,,1,0,0,0,0
7.54718787237282E+017,Terror_Alarm,,1,0,0,0,0
1.74432684069978E+018,tehran445522,,1,0,0,0,0
1.41322422303263E+018,Teeegra,,1,0,0,0,0
856691635,TavaanaTech,,1,0,0,0,0
142772512,Tavaana,,1,0,0,0,0
8.8619763075328E+017,TatiTatikon,,1,0,0,0,0
780787484,tastefullysaucy,,1,0,0,0,0
1.69479344203386E+018,Taraneui,,1,0,0,0,0
1.52182965775414E+018,taraneeii,,1,0,0,0,0
38220732,TaraMedric,,1,0,0,0,0
1.55878377558418E+018,Tara05397483,,1,0,0,0,0
7.97159363811148E+017,tanhayektiger,,1,0,0,0,0
1.31228291056583E+018,Tanha_5566,,1,0,0,0,0
1.45459618340651E+018,Tanasoli_Return,,1,0,0,0,0
75055396,tameryazar,,1,0,0,0,0
1.32558318954543E+018,TalkFifi,,1,0,0,0,0
395303368,talhagin,,1,0,0,0,0
1.4783124209763E+018,tajolmolook123,,1,0,0,0,0
1.1566257166556E+018,taj_taj5,,1,0,0,0,0
1.67867055841676E+018,tahminehmolaei,,1,0,0,0,0
1.5734812879516E+018,TahminA07011401,,1,0,0,0,0
2460678915,tabanejad,,1,0,0,0,0
1.57579222527105E+018,SzabadonMagyar,,1,0,0,0,0
1.5781722315737E+018,syrzyn1,,1,0,0,0,0
2463622908,SylviaPearl2,,1,0,0,0,0
1.58138072458188E+018,swrs22974409,,1,0,0,0,0
9.84701142260216E+017,sweetwordsvaez,,1,0,0,0,0
1.57550766782046E+018,SvejkSoldat,,1,0,0,0,0
1.08665531406408E+018,suspended2019,,1,0,0,0,0
1.68145560911833E+018,SushyanPahlavi,,1,0,0,0,0
1.07214946574892E+018,Survivor_2_,,1,0,0,0,0
1.76603233175878E+018,superzanl,,1,0,0,0,0
1.03767866118764E+018,sunshine_h2018,,1,0,0,0,0
9.20307525643272E+017,sunnyshinelinee,,1,0,0,0,0
1.57448191708861E+018,Sunny_Azadi,,1,0,0,0,0
1.32472570553245E+018,sunnny_pannni,,1,0,0,0,0
2581408111,SunLight__White,,1,0,0,0,0
2412738884,SundayFutures,,1,0,0,0,0
8.78420453509001E+017,StupidJalal,,1,0,0,0,0
9.5914261102506E+017,studio_1357,,1,0,0,0,0
1.61424870278008E+018,strawmellii,,1,0,0,0,0
1.04822968127374E+018,StopAntisemites,,1,0,0,0,0
398752046,StewGlobal,,1,0,0,0,0
1.60324011075741E+018,SteveL_99,,1,0,0,0,0
1.65641586833793E+018,SteveInmanUIC,,1,0,0,0,0
1.29273205235436E+018,steveimcqueen,,1,0,0,0,0
1967216306,StateDeptSpox,,1,0,0,0,0
9.69677837333606E+017,StArian_97,,1,0,0,0,0
16314859,StandWithUs,,1,0,0,0,0
1.34676638161485E+018,Sssccpp,,1,0,0,0,0
1.57338251315798E+018,sss_parisa,,1,0,0,0,0
1.58833836954078E+018,SSoparo,,1,0,0,0,0
1.28075363278327E+018,SsIiNnAaIRan,,1,0,0,0,0
1.11056874550273E+018,ssdmanz,,1,0,0,0,0
52787936,spoilers2nd,,1,0,0,0,0
150750678,spegah,,1,0,0,0,0
157376427,souzangar,,1,0,0,0,0
1.57237914908331E+018,SourenaSouren,,1,0,0,0,0
1.57453298208551E+018,sourenasanto,,1,0,0,0,0
1.64483153750077E+018,SOULN002,,1,0,0,0,0
1.58236737607877E+018,soulinabi,,1,0,0,0,0
8.72397577009934E+017,SoudabehQaisari,,1,0,0,0,0
1.10149963363167E+018,SoshiyanZarrin,,1,0,0,0,0
3062906803,sorush_ab,,1,0,0,0,0
1.2722792524996E+018,SoroushRabiei,,1,0,0,0,0
307548068,Soroush_Pa,,1,0,0,0,0
1.47852546847534E+018,SorooshSina,,1,0,0,0,0
1.7205269121482E+018,SorenaPatriot,,1,0,0,0,0
1.57155683612139E+018,Sorena2024King,,1,0,0,0,0
8.90881362491736E+017,sorcererseducer,,1,0,0,0,0
1.45556601601301E+018,Soranmansournia,,1,0,0,0,0
9.01410954071749E+017,Sooresrafill,,1,0,0,0,0
1.63866583324004E+018,Sonofthebeach22,,1,0,0,0,0
1.53553085691957E+018,sonofniche,,1,0,0,0,0
1.66179083418092E+018,sona02023,,1,0,0,0,0
1.62015341871015E+018,son_of_Koorosh,,1,0,0,0,0
16705767,solysolz,,1,0,0,0,0
1.59447472280424E+018,solilati,,1,0,0,0,0
1.65469295908921E+018,Soji_Destroyer,,1,0,0,0,0
8.30055191395201E+017,sohrabkarimi5,,1,0,0,0,0
1.82088185040935E+018,Sohrab15740321,,1,0,0,0,0
233250618,Soheilkhan,,1,0,0,0,0
7.85860478069342E+017,soheili84,,1,0,0,0,0
8.95538480192868E+017,Soheil_alamiri,,1,0,0,0,0
1.60347589562434E+018,soh362,,1,0,0,0,0
1.57362639454588E+018,sogolisogoliyan,,1,0,0,0,0
1.47335647658035E+018,sogoli_bikhodi,,1,0,0,0,0
1.73686969128336E+018,sog_m_y,,1,0,0,0,0
1.68385065792768E+018,sobhanyasin,,1,0,0,0,0
9.93941740552893E+017,SnakeDocTop,,1,0,0,0,0
4414166913,SMostafaMoosavi,,1,0,0,0,0
1.01232448873685E+018,smmirkhani,,1,0,0,0,0
1.0485462427191E+018,Smkokurd,,1,0,0,0,0
1.66819299077756E+018,smdshahbakhsh,,1,0,0,0,0
9.04044099040403E+017,smaeel_azari,,1,0,0,0,0
851763438,sleepy_joe1,,1,0,0,0,0
7587032,SkyNews,,1,0,0,0,0
1.59177774090208E+018,sksk808080,,1,0,0,0,0
14713427,Skasher,,1,0,0,0,0
296021844,skamalinia,,1,0,0,0,0
580956087,SJA461,,1,0,0,0,0
1.65034726749517E+018,siyahosefid990,,1,0,0,0,0
1.57359315685526E+018,sitri00,,1,0,0,0,0
8.79209721902891E+017,SirousNikan,,1,0,0,0,0
1.73277485235483E+018,SirAleQtheGreat,,1,0,0,0,0
1.30281691300168E+018,sir_rocoo,,1,0,0,0,0
1.59691439128232E+018,Sinnerlondon,,1,0,0,0,0
28066831,sinavaliollah,,1,0,0,0,0
1.27078942175603E+018,SinaMobarez,,1,0,0,0,0
1373720898,SinaMihandoost,,1,0,0,0,0
1.35840451522614E+018,sinai980,,1,0,0,0,0
1.59611798620051E+018,sinabarandaz,,1,0,0,0,0
8.40814070160843E+017,sina_mim,,1,0,0,0,0
1.25153088185822E+018,sina_kh93,,1,0,0,0,0
9.82661856170054E+017,sina_jahaani,,1,0,0,0,0
1.56980467080535E+018,simurgh2580,,1,0,0,0,0
1.58070010441519E+018,Simorgh_News,,1,0,0,0,0
54301390,simonwiesenthal,,1,0,0,0,0
1.65777049593934E+018,SimonFrank2023,,1,0,0,0,0
317177251,simonederayeh,,1,0,0,0,0
1.01021297312884E+018,SiminDokhtz,,1,0,0,0,0
9.64786948849242E+017,simin75689455,,1,0,0,0,0
1.2871016161985E+018,simin223316966,,1,0,0,0,0
1.66615491235322E+018,simamoradb51053,,1,0,0,0,0
9.43502519992574E+017,Sima_Sabet,,1,0,0,0,0
1.32481929280691E+018,Silver19967452,,1,0,0,0,0
3230939541,Silmaethdante,,1,0,0,0,0
1.05609362954918E+018,SilenceVoice00,,1,0,0,0,0
1.62829835341392E+018,Sikholg,,1,0,0,0,0
1.5248495132525E+018,sickfullllll,,1,0,0,0,0
1.30554346745244E+018,siavosh48,,1,0,0,0,0
1.57810761652549E+018,SIAV4AKHSH,,1,0,0,0,0
1034477790,siamakrahmani2,,1,0,0,0,0
2414979296,siamakfarid,,1,0,0,0,0
9.53537928277488E+017,SiamakEidin,,1,0,0,0,0
1.57292488378851E+018,siamak_tadayon,,1,0,0,0,0
1.65599208393972E+018,siamak_azami,,1,0,0,0,0
279032698,Siamak_Aram,,1,0,0,0,0
1.31687182131736E+018,Siahi15,,1,0,0,0,0
1.54131897736797E+018,Siaasaat,,1,0,0,0,0
1.73558575636459E+018,Sia_awer5,,1,0,0,0,0
1.39406613392216E+018,SHuARi99,,1,0,0,0,0
1.75556626881462E+018,shouresh284,,1,0,0,0,0
8.09557260145807E+017,shortfairy809,,1,0,0,0,0
2383455180,shooresh57,,1,0,0,0,0
1.09071443202246E+018,Shookarane,,1,0,0,0,0
3145802856,ShokriaSameem,,1,0,0,0,0
9.05916780119548E+017,shokrani_maryam,,1,0,0,0,0
1.06518930326807E+018,shobin1414,,1,0,0,0,0
1.45398749206821E+018,shmssyd85,,1,0,0,0,0
1.57885895153327E+018,shm93107857,,1,0,0,0,0
1.47409186002512E+018,ShitpostGate,,1,0,0,0,0
1.39646255867306E+018,Shirzad1968,,1,0,0,0,0
1.24523453842436E+018,shirin200400,,1,0,0,0,0
1.60103609844401E+018,shiriinii,,1,0,0,0,0
1.57829560524338E+018,ShireenMKMA1,,1,0,0,0,0
1.6390381776411E+018,shirdawl_,,1,0,0,0,0
1.26644391898126E+018,ShiraziShaheen,,1,0,0,0,0
1.43502255731764E+018,shiraninaroui,,1,0,0,0,0
1.57223357040336E+018,Shiny35347969,,1,0,0,0,0
1.11285314565734E+018,shino_sdch,,1,0,0,0,0
1.57218527536259E+018,shinestar888,,1,0,0,0,0
9.89653387359777E+017,shimababaeii,,1,0,0,0,0
1.51173872505045E+018,shimaaa1232,,1,0,0,0,0
1.61572988058649E+018,shiganchina2,,1,0,0,0,0
1.58451889801526E+018,ShhrwndF,,1,0,0,0,0
1.52108216631845E+018,Sheyshey1367,,1,0,0,0,0
1.68596460059491E+018,Sheyda36,,1,0,0,0,0
1492783710,Shervinator79,,1,0,0,0,0
1.58509888768939E+018,sherrysh12,,1,0,0,0,0
2910544868,Sherrichita,,1,0,0,0,0
8.2199579524327E+017,sherminnaderi,,1,0,0,0,0
2831333656,ShelerHaghani,,1,0,0,0,0
1.7457918161447E+018,shekast57t,,1,0,0,0,0
142230509,ShekarrrPanirrr,,1,0,0,0,0
1189524954,Sheina__,,1,0,0,0,0
1.57341265339281E+018,Sheila75690425,,1,0,0,0,0
3376384187,shehramelyasi51,,1,0,0,0,0
1.14979013507395E+018,shazde777,,1,0,0,0,0
1.22689920589514E+018,ShayanX0,,1,0,0,0,0
1.52554911047613E+018,shayanLM10,,1,0,0,0,0
2831569527,Shayaniism,,1,0,0,0,0
9.94276795192087E+017,shayan_shahnazi,,1,0,0,0,0
1.573869416219E+018,SHAYA9000,,1,0,0,0,0
1.5950596604526E+018,Shaya745,,1,0,0,0,0
1.67061146976193E+018,ShawnaAzad2,,1,0,0,0,0
1.45262273132589E+018,ShavazCom,,1,0,0,0,0
1.64726373879212E+018,sharroon777,,1,0,0,0,0
1.68546119876499E+018,sharland57753,,1,0,0,0,0
1.4990519246493E+018,SharifiZarchi,,1,0,0,0,0
1596294391,sharagim_zand,,1,0,0,0,0
51484630,shamidartii,,1,0,0,0,0
1.65536534454067E+018,ShamgahEtemad,,1,0,0,0,0
1.81762831206944E+018,shakouri87,,1,0,0,0,0
1.28161253114088E+018,Shakibafarnam2,,1,0,0,0,0
12193402,shaig,,1,0,0,0,0
8.76905949872751E+017,ShahryarShefigh,,1,0,0,0,0
532379335,shahriyarkf,,1,0,0,0,0
1.07184655182218E+018,shahriyar_shams,,1,0,0,0,0
1.58813834529665E+018,ShahramMakoui48,,1,0,0,0,0
7.22960833853174E+017,shahram_sab,,1,0,0,0,0
1.58739085170098E+018,shahrak_ekbatan,,1,0,0,0,0
9.1819830274263E+017,shahrad55,,1,0,0,0,0
1.35438064356892E+018,shahr918022281,,1,0,0,0,0
2955611162,shahnazali_ali,,1,0,0,0,0
1.35002859143898E+018,shahira60210003,,1,0,0,0,0
9.48910895136149E+017,shahintahmaseb,,1,0,0,0,0
1416725066,shahinnajafi80,,1,0,0,0,0
774576972,ShahinModarres,,1,0,0,0,0
8.69987821649625E+017,shahinmilani81,,1,0,0,0,0
1.45973123930117E+018,ShahinMajelan,,1,0,0,0,0
1.43853924613083E+018,Shahinlooo,,1,0,0,0,0
1.56241865203268E+018,shahii1984,,1,0,0,0,0
1.60321712705359E+018,ShahGangsta,,1,0,0,0,0
