Id,K-Shell
1.28370575137509E+018,1
1.2839554032067E+018,18
1.47257131005635E+018,4
1.58739085170098E+018,2
1.28406838710317E+018,5
1.28408230371149E+018,5
1.28411447828877E+018,3
1.28412264319363E+018,1
1.57834838045934E+018,15
1.28412775103383E+018,1
1.28418841056397E+018,1
1.28444605106851E+018,1
1.28447566125672E+018,9
1.28447581901283E+018,1
1.28449253991616E+018,29
1.29926985462151E+018,12
1.81795878614281E+018,7
1.28450193606722E+018,2
1.28451159550316E+018,8
1.28454821720874E+018,9
1.28461271272781E+018,22
1.56034113828394E+018,7
1.70018347463888E+018,1
1.80639925809204E+018,24
1.82879396847932E+018,5
1.28481114493961E+018,19
1.28481467445058E+018,1
1.28487347479685E+018,2
1.28489260312153E+018,1
1.28492911418973E+018,2
8.02994025695511E+017,3
1.28496239972921E+018,1
1.28571261174983E+018,2
1.28590985926382E+018,1
8.00336524730462E+017,3
1.28605543643362E+018,1
1.2861353409742E+018,1
1.28615761395729E+018,3
1.33971930642326E+018,2
1.28617831118655E+018,1
1.2862055272493E+018,1
1.28622744294493E+018,3
1.28626432108178E+018,6
1.28626569104632E+018,14
1326027540,9
1.28626977936441E+018,1
2414979296,1
1.2863650578956E+018,1
1.80002303442364E+018,7
1.28640385444424E+018,1
8.64041032022987E+017,14
1.28660974544142E+018,4
1.79446494343084E+018,5
1.28661191937015E+018,1
1.28661313940489E+018,23
1.70705090306339E+018,4
1.28675553268726E+018,4
1.28691170628369E+018,1
1.22586867533445E+018,1
1.69463128480537E+018,1
1.28708392954835E+018,22
1.60767966306053E+018,27
1.61826488333776E+018,4
1.6446069062903E+018,5
1.73203509655393E+018,14
1.74298733804769E+018,26
1.76392815491199E+018,29
2923307840,1
8.49935453868376E+017,12
9.28162955602158E+017,7
9.9918895336124E+017,21
1.35794191835379E+018,17
1.4208126869343E+018,3
1.57234804323147E+018,2
1.5733938633178E+018,22
1.57410422984905E+018,6
1.57849406265044E+018,14
1.80243393665763E+018,2
1.28723348769568E+018,4
1.6430530499871E+018,11
1.22284662104784E+018,2
1.2874762748233E+018,29
1363924897,13
1.49106533454313E+018,7
1.65495924994282E+018,27
1.69622320232894E+018,12
490326682,2
8.62227349693239E+017,1
1.28756019071653E+018,1
1.43307068783759E+018,1
1.28765370295069E+018,1
1.28777236066223E+018,2
1.28777473942825E+018,1
1.28795805369056E+018,5
1.28813763289623E+018,3
1.28818626163992E+018,1
1.2886383201767E+018,2
1.30011989773796E+018,29
1.49694693154064E+018,8
1.57766862558618E+018,13
8.49588269176181E+017,21
8.65825930681266E+017,18
1.28877156863466E+018,2
1.2889566408013E+018,2
1.49749877019559E+018,3
2572636867,19
7.92673603720475E+017,1
9.51741779581329E+017,5
1.28904030873555E+018,1
1.84326082184289E+018,4
2156869184,2
3345923643,17
60972202,10
9.79680999557816E+017,7
1.28909236148683E+018,5
1.28910639595507E+018,4
1.28916594597453E+018,3
1.28940690325731E+018,1
1.28957548561843E+018,1
1.28960024447338E+018,1
1.28963201322657E+018,2
1.64981925562861E+018,2
2565905984,1
1.28967837997384E+018,1
1.28990405618667E+018,1
1.29008756756453E+018,2
1.2902077823865E+018,1
1.2902457088058E+018,3
1.65313858751523E+018,1
1.2903743306402E+018,2
1.62358156845033E+018,2
1.29073370339263E+018,1
1.29110855986287E+018,1
1.29125415577712E+018,1
1.46889168892804E+018,4
1.29126921730032E+018,1
1.29149449635457E+018,18
1.30479695462766E+018,1
1.76172047737287E+018,2
1291803385,1
1.47446323233737E+018,1
1.29181759547844E+018,1
1.29184242454591E+018,3
1.29230416395567E+018,1
1.44431450462028E+018,1
1.29246942478873E+018,1
1.29252305534082E+018,1
1.29252309581584E+018,3
1.29276530078668E+018,6
1084271022,1
1.29292747289235E+018,1
1.29314950379783E+018,7
1.57434140003608E+018,5
9.51849770141737E+017,7
1.29322771150738E+018,1
1.29348818683295E+018,8
323444570,11
9.02672851748127E+017,1
9.84887272393904E+017,7
1.29356774410183E+018,1
1.29376936824193E+018,1
1.73133126651387E+018,1
1.29453897612097E+018,5
1.29456195213247E+018,1
2934403896,2
1.29467639086488E+018,1
1.29500191755125E+018,4
9.18519737499488E+017,3
1.29502081394774E+018,1
1.29510123174092E+018,1
1.29524456533153E+018,1
1.29534075009654E+018,12
1.28393873040393E+018,1
1.39550275429914E+018,2
1.51019007756515E+018,1
1.57160314799013E+018,1
1.66404178169506E+018,2
1.68787045941558E+018,1
1.80414973596576E+018,1
1.80817789126983E+018,2
1.29540371342773E+018,2
1.57364488808376E+018,3
1.29545462442253E+018,1
1.29582952991579E+018,1
1.29583874925177E+018,1
1.29587552712384E+018,13
1.5744651057939E+018,6
1.29590542859814E+018,1
1.29590563048258E+018,1
1.2960361953534E+018,1
1.2962052847556E+018,1
1.64043481985001E+018,7
1.29640543330597E+018,1
50563107,15
1.29646916919453E+018,1
1.29650609114925E+018,1
1.29653001516155E+018,1
1.29675035390875E+018,1
1.70148156792155E+018,26
1.29747482027216E+018,1
1.57651880672123E+018,1
1.29749047169932E+018,1
1.79759287337164E+018,1
1.29756334623805E+018,1
1.29784107728266E+018,13
1.59908052250382E+018,4
1.694754434495E+018,11
1.29858779460923E+018,1
1.29866841715986E+018,2
1.29922673244946E+018,1
1.83703815036064E+018,6
1.29925089116226E+018,3
1.33273112919192E+018,1
4389286701,3
9.47830679265571E+017,3
1.29939104602832E+018,1
1.29975061001579E+018,1
1.29982160515398E+018,2
1.58428161145285E+018,24
1.29991110356104E+018,2
1.10571312797342E+018,2
1.30004832788772E+018,1
1.30010055757999E+018,24
1.59408048840217E+018,5
1.37411403552489E+018,2
1.49397830640798E+018,5
1.5443559001897E+018,1
1.79164826744222E+018,3
317907582,3
3407068085,4
55832079,15
8.1488106421692E+017,4
8.4991731174187E+017,3
8.57611023334769E+017,5
8.58761893535769E+017,1
9.60523151972143E+017,5
1.30012292745997E+018,6
1.30014074673388E+018,1
1.32971075786546E+018,3
1.30014213031326E+018,1
1.30038416294006E+018,2
1.3004863149079E+018,5
1.30060112584701E+018,1
1.30068606464694E+018,5
1.0485462427191E+018,4
1.69463950996141E+018,1
874738832,5
1.30083459991278E+018,3
1.52863360027878E+018,4
8.26551747971805E+017,3
1.30123679083827E+018,1
1.30124451051363E+018,1
1.30202708121214E+018,1
1.30231568175766E+018,1
1.30262651906449E+018,1
1.30291164118146E+018,6
1.66859737808396E+018,2
1.30300650377174E+018,6
1.30304734320653E+018,1
1.3031998909657E+018,1
1.55601123491425E+018,1
1.30325288882794E+018,2
1.30336988658497E+018,2
1.30339605080856E+018,5
1.71583393901569E+018,13
1.83207577797575E+018,7
1.30349408696451E+018,2
1.30368574465401E+018,1
1.4280981869845E+018,1
1.3041233097019E+018,1
1.67517218131829E+018,1
1.30415932858949E+018,1
1.30434810359682E+018,1
1.30445036890304E+018,4
1.09891445203085E+018,5
1.30452390312611E+018,5
8.46046192370881E+017,3
1.30472638292087E+018,10
1.30480812475538E+018,14
1.30485686511786E+018,1
1304910996,8
1.39133326258119E+018,3
1.52357600159008E+018,2
252258715,1
1.30515726709711E+018,1
9.16035752592597E+017,1
1.30522633179862E+018,1
1.30528849373682E+018,1
1.59151636052535E+018,1
1.30537043685583E+018,1
1.30554346745244E+018,1
1.70354633290722E+018,1
1.30619567478709E+018,14
1.30627655858438E+018,2
1.30649670841162E+018,2
1.57541945883062E+018,15
4210080742,5
1.30652591158456E+018,1
1.30666864025154E+018,25
1.22329322334033E+018,3
1.30687671176676E+018,1
1.56402619626183E+018,1
1.30689808684596E+018,1
1.30697279317579E+018,1
1.30701949468715E+018,2
1.30704175316228E+018,2
1.30746140065521E+018,1
2523868018,1
1.30778610391578E+018,3
1.30779530742235E+018,1
1.57434659077247E+018,1
1.30791058243613E+018,1
1.30792284788565E+018,1
1.32832438395858E+018,1
1.30793260258261E+018,1
1.64658362287335E+018,1
1.30808336447835E+018,1
1.30826753426575E+018,6
1.57453298208551E+018,6
1.69810753343139E+018,1
1.70931424034596E+018,9
1.30833748034583E+018,1
1.30834410018646E+018,2
1.30847428112753E+018,1
1.30883196841567E+018,1
1.31639856952874E+018,1
1.30910051960501E+018,1
1.30911709273037E+018,5
1.65077911183965E+018,1
48983320,1
1.30920140364728E+018,1
1.30956339974818E+018,9
1.30961098918936E+018,2
1.30978104420017E+018,2
1.06374755341667E+018,2
1.30991292421188E+018,1
1.30996487289822E+018,10
1.31004125619038E+018,9
1.62524701727749E+018,6
4133766432,4
1.31009385694852E+018,1
1.32030345657864E+018,1
1.31019058173423E+018,1
49557520,4
1.31019355160365E+018,1
1.57214377477553E+018,2
1.3102957984884E+018,2
1.31034354673036E+018,2
1.48204556927941E+018,2
1.31034581213272E+018,3
1.3105023638794E+018,3
1.31052285123831E+018,1
1.839688571957E+018,1
1.31062795589534E+018,1
1.70449104920742E+018,1
1.31090575838561E+018,1
1.31099608725206E+018,1
1.31117172610612E+018,1
1.60519633639088E+018,1
1.68010028700296E+018,12
1.31126391744063E+018,2
1.28670996310504E+018,2
1.31131691518131E+018,1
1.31134406447907E+018,4
1311480547,5
1.51104447834959E+018,7
1.3116668987534E+018,1
1.31169314031993E+018,14
1.31170176476934E+018,2
1.31174217606221E+018,3
1.31209873801448E+018,5
1.31233648457434E+018,7
1.3123470406896E+018,14
1.49219508573537E+018,3
1.31235677967043E+018,1
1.31244688819771E+018,1
1.31280510891325E+018,6
1.31300574156594E+018,1
1.80230296956563E+018,2
1.31303257783446E+018,3
1313053934,1
1.31315446410744E+018,2
1.31341235810728E+018,3
1.70734549724397E+018,13
1.31371709190475E+018,1
8.15247997353214E+017,1
1.31385373132322E+018,1
1.62194785317313E+018,1
1.31390453173083E+018,1
1.57320734846164E+018,1
2568652878,1
1.31422802476261E+018,1
1.31428851774119E+018,2
1.8136588183097E+018,18
1.31454605730144E+018,5
1.31459591323968E+018,1
1.3146419616143E+018,1
1314679316,2
1.31475386449136E+018,4
1314788977,1
1.81506835732406E+018,1
1.31533385682908E+018,4
8.72554020623331E+017,6
1.31562532587173E+018,1
1.31572565478522E+018,2
1.31599629211651E+018,3
1.31605331651058E+018,2
1.31606179069917E+018,1
1.42107282999125E+018,1
1.57392200781684E+018,9
1.31620180680504E+018,2
1.31642383262703E+018,2
1.31663254026292E+018,1
1.31675629750154E+018,16
1.31683374768216E+018,5
1.31687077287134E+018,1
1.31690075006116E+018,9
1.31703921959707E+018,2
1.66293535678894E+018,3
1.72182310989901E+018,3
1.31738835812191E+018,17
1.31756783382872E+018,1
1.30178609206103E+018,5
1.31776380615256E+018,1
1.31828585236417E+018,2
1.31849314483775E+018,6
1556131562,6
1.3185725796539E+018,3
1.31864604256542E+018,1
1.31917632491378E+018,1
1.31939565501037E+018,1
1.31997009042347E+018,1
1.32004750508678E+018,1
1.32023794073648E+018,2
1.58828019286635E+018,20
1.32111391289346E+018,3
1.32113689123693E+018,10
4239990425,3
1.32191479217351E+018,1
1.32194370547819E+018,1
1.32203199598844E+018,1
1.32215496138441E+018,4
1.32255871208775E+018,1
1.32269895360378E+018,1
7.50804270333788E+017,6
1.32291996087688E+018,2
1.46682743173875E+018,12
1.32294806931973E+018,2
1.83143973552644E+018,2
1323572124,24
1.44393190905526E+018,2
1.3235911941826E+018,1
1.32388683271162E+018,1
1.37501830776241E+018,1
1.32394435290583E+018,15
1.323945155293E+018,4
1.32411835405194E+018,1
1.32413911948057E+018,1
1.32420158907112E+018,1
1.32425482650354E+018,1
1.32451223407719E+018,1
1.3246929925323E+018,1
1.32477771895794E+018,1
1.32480340573543E+018,1
1.32512574977128E+018,5
1.5715392830177E+018,10
1.32515651145102E+018,2
1.32534648370988E+018,1
308485316,3
1325393473,1
1.32547704485622E+018,1
1.32548346774914E+018,24
1.5823770309135E+018,4
1.7149807925547E+018,9
3373858624,3
1.32551566188029E+018,6
1.32551798191759E+018,1
1.32552196925784E+018,2
1.32564179553595E+018,8
1.32576454232503E+018,29
1.64056169511753E+018,6
1.67689023249331E+018,15
1.80560240170279E+018,1
1.81608927246782E+018,8
8.68408599109927E+017,16
9.50305752303981E+017,11
9.72636531965022E+017,2
9.99436592044429E+017,7
1.32583348432637E+018,2
8.87059498229215E+017,2
1.32590420866781E+018,3
1.32611100570179E+018,1
1.29741696091394E+018,1
1.32631558170063E+018,1
1.32657550187226E+018,1
1.49152886145625E+018,1
1.32660749941225E+018,3
1.32680242719928E+018,4
1.32681674530746E+018,24
1.08062779385396E+018,1
1.50504978824026E+018,4
1.51373545757787E+018,7
1.57560034006963E+018,2
1653011936,1
1.71104929437807E+018,6
2766340924,1
541182751,1
7.28278501745373E+017,3
9.47162226649166E+017,2
1.32686455083102E+018,2
1.327031609477E+018,1
1.32706216431466E+018,8
1419010268,7
1.3276940451546E+018,1
1.32774887048336E+018,11
1.58676877245462E+018,13
9.488181017595E+017,2
1.32777202353642E+018,1
1.32823496097779E+018,1
1.32839384877978E+018,1
1.32882559908807E+018,1
1.57508165724534E+018,1
1.32884295238335E+018,6
1.32905203090878E+018,1
1.329229038184E+018,4
1.32930979217166E+018,3
1.32943837267122E+018,8
1.32953070643597E+018,15
1.32968610488747E+018,2
1.32976811013663E+018,11
1.32986870040567E+018,1
1.32987679752634E+018,2
1.33006751244952E+018,24
1.24776763874848E+018,1
1.77728771931766E+018,1
1.33010828383164E+018,1
9.5324162311827E+017,25
1.21439569785366E+018,3
1.330162319566E+018,7
1.33028588093908E+018,4
1.33050337760896E+018,1
1.6099726292171E+018,1
1.33055919774282E+018,9
1.20995449003361E+018,2
1.39802580856077E+018,1
1.51921815310816E+018,4
1.72619285281475E+018,2
1.82327261672083E+018,2
2452000663,2
1.33063886080463E+018,1
133066056,24
1.24835020822588E+018,2
1.46136526617302E+018,9
1.61613637712439E+018,3
1.75465987953126E+018,17
2559371,1
2619590547,3
1.3306658478961E+018,2
1.33084098751883E+018,1
1.33088407767582E+018,1
1.33091871530779E+018,2
1.59247256637921E+018,2
1.33111312397835E+018,1
1.33127433992104E+018,1
1.33133645527738E+018,1
1.33135812371464E+018,16
1.5782726270635E+018,5
1.33161303085411E+018,3
1.33189097429398E+018,3
1.65042852990809E+018,1
9.43650642182136E+017,3
1.82066150394057E+018,2
1.33211255283957E+018,1
1.33216561615804E+018,1
1.71076606695405E+018,5
1.3322919795778E+018,3
1.33234962544611E+018,1
1.33283072903475E+018,4
1.33298038964482E+018,2
1.33349272890727E+018,1
1.33350765257649E+018,2
1.33366286472966E+018,2
7.85463520070607E+017,2
1.33411607541652E+018,1
1.33425416461716E+018,1
1.41601882818256E+018,5
1.33552570940256E+018,2
1.69103110165176E+018,1
1.33553881955113E+018,1
1.33587554439568E+018,1
1.33588920029041E+018,4
1.33589196358595E+018,1
1.33614961707595E+018,1
1.33675470012592E+018,1
1.33676473300596E+018,4
1.65131071010476E+018,4
1337020759,3
1.3371820133554E+018,8
1.40575695822581E+018,2
1.48163938320787E+018,1
1.8363144342578E+018,8
1.33730540621379E+018,1
1.81691582711275E+018,1
1.33739916800497E+018,4
1.33743836805827E+018,13
1.59718733868528E+018,5
1.59735179494624E+018,2
1.72434277936133E+018,10
1.33767620671668E+018,2
1.33769225941699E+018,4
1.33784998093412E+018,1
1.33797580510904E+018,11
9.87018834841408E+017,3
1.33809422745308E+018,9
1.33817277949819E+018,1
1.33854839438667E+018,1
2602233331,7
1.33864526468975E+018,2
1.33889142724227E+018,1
1.33891926914959E+018,2
3380173685,2
7.16470929778479E+017,4
1.33895359265341E+018,8
2422341416,3
1.33909373947054E+018,2
1339158002,1
1.33918680119452E+018,2
1.67542528869445E+018,8
8.73218328554295E+017,1
1.33959892383754E+018,1
1.76745165968735E+018,1
1.33960853427154E+018,23
1.33964075277166E+018,1
1339997557,1
1.79842984878582E+018,2
1.34042604004542E+018,1
1.3405023163829E+018,1
7.45224501382652E+017,1
1.34074170727776E+018,1
1.34171059319609E+018,1
1.34175436207968E+018,1
1.34177581059688E+018,4
9.92744618264547E+017,2
1.34205139563414E+018,2
1.3425178942368E+018,1
1.342533418375E+018,2
1.58017819368793E+018,1
1.34279254552131E+018,1
1.34291204237473E+018,4
1.3432992430801E+018,1
1.34350870296444E+018,3
1.3435393298645E+018,1
1.40776184629216E+018,1
1.34356019591453E+018,1
1.34366761273625E+018,24
1.1519627048416E+018,4
1.34378892621396E+018,1
1.3439814654665E+018,1
1.3439840708549E+018,6
1.3442935862848E+018,1
1.34438547220268E+018,4
1.34448394736391E+018,1
1.34464370091222E+018,1
1.34466908286451E+018,1
1.34471381496143E+018,1
1.34493581490462E+018,8
1.34504702094025E+018,3
1.61606881235659E+018,2
1.69935195651327E+018,3
1.71449575133669E+018,1
1.79467177425417E+018,4
3182140459,1
1.34506983860412E+018,1
1.49585072924382E+018,1
1.34507665202027E+018,1
1.34507687201571E+018,1
1.34532299230223E+018,1
1.34561254107506E+018,8
1.34567828631211E+018,4
1.34568458634546E+018,1
1.61762833769368E+018,1
1.34581205217084E+018,1
1.34582832648571E+018,1
1.34647730551051E+018,12
1.34650319475566E+018,4
1.57454762787353E+018,4
1.34676638161485E+018,10
1.62646120245176E+018,14
49426717,7
736855813,2
1.34682122494564E+018,1
1.34688435024843E+018,2
1.34725706152929E+018,2
1.34753461787262E+018,1
1.34756793401786E+018,2
1.55736742721379E+018,1
1.55775414935736E+018,2
1.34759727534276E+018,1
1.3478694687861E+018,1
1.58598850806116E+018,1
1.34800234538539E+018,1
1339167740,1
1.348121934463E+018,2
1.1765404182737E+018,3
1.34825243175545E+018,2
1.34831230844811E+018,3
1.34834153929095E+018,2
1.34841075729846E+018,2
1.34855036211492E+018,2
1348616467,1
1.57649748456985E+018,2
1.34865562990537E+018,8
1.34872242769041E+018,4
1.34872505172249E+018,2
1.65458692527188E+018,2
1.34889720662818E+018,2
1.38413052444524E+018,2
1.34913873797706E+018,1
1.34927300799123E+018,2
1349370600,1
1.3495392907206E+018,1
1.34969222594553E+018,1
9.55158305285927E+017,1
1.35019729263311E+018,3
1.65732820853289E+018,4
1.35186033884155E+018,1
1.74170534327973E+018,11
1.35196835052044E+018,1
1.35204201766527E+018,2
1.58178951962758E+018,13
1.71608498916552E+018,24
1.35227046595232E+018,1
1.35227953966215E+018,3
1.35250167548393E+018,3
1.60347589562434E+018,4
1.35264742574001E+018,1
1.35266849039041E+018,4
1.5550683441387E+018,4
1.35278156486692E+018,1
1.24423614597587E+018,1
1.35308465138928E+018,1
1.35310495715577E+018,8
1.35335438497815E+018,1
1.35342595125055E+018,1
1.35369626119558E+018,1
1.35370145761532E+018,1
1353957578,3
1.35441184958496E+018,1
1.35457937595455E+018,1
1.35474281024789E+018,1
1.35502625839288E+018,8
1355073445,5
1.35508017964377E+018,1
1.35539886042056E+018,3
1.35551106393305E+018,2
1.35557629717561E+018,1
1.50582480639411E+018,2
1.35625682707227E+018,9
1.44409213804472E+018,1
1.48322078448313E+018,4
1.65580715137238E+018,1
1.77349228439656E+018,6
3083953337,3
475231411,5
1.35626329626607E+018,12
1.19714697469858E+018,5
1.35665793460071E+018,1
1.35671536335922E+018,1
1.35689071350665E+018,10
1.35704955209273E+018,1
1.31989369389411E+018,1
1.35740279039035E+018,1
1.57356221163257E+018,1
1.35743919391239E+018,1
1.82109144846669E+018,1
1.35815692237396E+018,2
1.35840451522614E+018,1
1.35846348865451E+018,2
1.35852469866611E+018,1
7.33085131972301E+017,3
1.35872835531561E+018,1
1.35888240675385E+018,1
1.35891824593646E+018,23
1.57299586325692E+018,21
1.57807162849114E+018,6
1.76624977069828E+018,9
1.35903080436246E+018,1
7.90633753144128E+017,1
1.35908707603415E+018,1
1.35930036507057E+018,1
1.35960728639877E+018,20
1.35992237107592E+018,1
1.3599849519036E+018,13
1.36004826275823E+018,7
1.36011015405893E+018,2
1.36022692038282E+018,4
1.3602291548689E+018,5
1.3604947602141E+018,23
2647585690,25
9.68977423571259E+017,6
1.36097983586727E+018,1
1.36111491181281E+018,1
1.36140100381647E+018,1
1.33961474998265E+018,2
1.36141607932777E+018,3
1.75970908457862E+018,19
1.36157916191203E+018,1
1.36165382775836E+018,2
1.36209168290123E+018,3
1.36229884767915E+018,1
1.36236723898096E+018,1
1.67977922949019E+018,1
1.36240663252162E+018,2
1.36247649210669E+018,2
1.36248066929375E+018,1
1.36310474707556E+018,3
136328897,1
1.36345215668318E+018,9
1.36363227481895E+018,1
1.36449595273251E+018,4
1.36484239871567E+018,6
1.57302316464862E+018,7
1.36491091818702E+018,1
136529072,1
1.36538381925201E+018,2
1.36538518636457E+018,4
1.37953268831977E+018,10
1.36538625357586E+018,1
1.58298840936207E+018,2
1.36596841759811E+018,19
1.70224275534526E+018,4
255073754,1
1.36606474887437E+018,2
1.36609789830852E+018,1
1.3663181455737E+018,4
1.36632246163834E+018,2
1.36636732276883E+018,1
1.36702908994567E+018,1
1.367235825747E+018,1
1.36739110777724E+018,1
1.36750057841121E+018,1
1.36768708789432E+018,1
1.36771049794512E+018,3
1.36792724822603E+018,18
1.36849928343199E+018,1
1.36862973794648E+018,1
1.36885004636455E+018,1
1.36915887868065E+018,1
1.36924458579755E+018,2
1.64190452002734E+018,2
1.36949097435581E+018,1
1.21650815396737E+018,2
1.252480392785E+018,1
1.28651613022031E+018,1
1.55646244704065E+018,1
162703340,6
1.64174120826634E+018,15
229905997,2
8.76205025999163E+017,1
1.36974419051567E+018,4
1.37007174505978E+018,1
1.83196847678258E+018,5
1.37048616416408E+018,9
1.37083263087117E+018,1
1.37129035131985E+018,1
1.37129051625242E+018,1
1.37139563414673E+018,19
1.36890969149397E+018,5
1.37166256877582E+018,2
1.37172671274085E+018,2
1.37177439570693E+018,1
1.37178135049634E+018,1
1.37192030759073E+018,2
1.3720619481085E+018,2
1.37216208990575E+018,3
1.37223462117009E+018,2
1.37228217301382E+018,1
1.3723970654231E+018,1
1.37252624172784E+018,1
1.59878325229823E+018,1
1.37261901213644E+018,2
1.37280081571961E+018,1
1.37297271259165E+018,1
1.37300760981761E+018,1
1.3730678652518E+018,4
1.50796081107932E+018,10
1.37321374393344E+018,2
18264762,2
232981432,1
1.04335488742411E+018,1
1.37373037231649E+018,13
1.37392145585605E+018,1
1.37412722353236E+018,2
1.37436058481742E+018,5
1.52467020210498E+018,12
1.3744445231164E+018,1
1.37445248312098E+018,1
1.3745964379594E+018,1
1.10048401660257E+018,12
8.09324087432585E+017,9
1.37473928620188E+018,1
1.76831395890405E+018,4
1.37499074309012E+018,2
1.37501259235636E+018,1
1.37514728867533E+018,1
1.37520342927927E+018,11
1.33678147469195E+018,2
1.73503807208395E+018,1
1.37535742418244E+018,1
1.3755036400316E+018,1
1.37553474433151E+018,1
1.37575622501552E+018,1
1.37578304944774E+018,1
1.37583383244485E+018,1
1.37593826362662E+018,1
1.37614762185788E+018,18
1.37623905149433E+018,1
1.37625943492672E+018,1
1.376392877216E+018,5
1.37646837183168E+018,3
1.73575405829881E+018,6
1.37660144499703E+018,1
1.37662744076479E+018,1
1376731026,10
1.37694621377017E+018,17
1.82521717171207E+018,7
7.22960833853174E+017,8
1.37705717308839E+018,3
1.57989086269952E+018,6
1.37731706851786E+018,6
1.37735010876586E+018,1
1.37737241594529E+018,4
1.37760325681849E+018,1
1.37766835964754E+018,1
1.37775770089387E+018,4
1.37793066560225E+018,4
1.37794634029505E+018,7
1.37799702918876E+018,3
1.37802589596596E+018,4
1.10030707468735E+018,4
8.52059078792794E+017,6
1.37805723674073E+018,1
1.37829169206804E+018,4
1.59582225274187E+018,1
1.37833930336181E+018,1
1.37841153245179E+018,2
1378924891,5
1.57374498574415E+018,7
1378970222,3
8.91181428880187E+017,2
1.37903798443201E+018,4
1.37918619045312E+018,1
1.379424441701E+018,1
8.19732058876576E+017,1
1.3794328307746E+018,1
1.30768782811828E+018,1
1.7136738811715E+018,4
1.37985907118088E+018,3
1.38014918700684E+018,1
1.38019662867039E+018,10
1.32278253627209E+018,3
1.57676618237957E+018,5
1.58593808221337E+018,5
1.58821662951455E+018,10
1.70239776642788E+018,2
1.70635298744107E+018,1
1.75497505416377E+018,4
436175071,2
1.38062393042844E+018,3
1.38085444929653E+018,1
1.38088837307479E+018,2
1.38093787262321E+018,29
1.38109528799377E+018,9
1.38125276127942E+018,2
1.38129030631483E+018,3
1.38142393949935E+018,1
1.38144531225917E+018,20
1.0425449876265E+018,1
1.21468684359949E+018,1
1.33047433371054E+018,1
1.40655983137314E+018,2
1.49008095036509E+018,16
1.56034245222092E+018,1
1.57990053204244E+018,3
1.58591401785127E+018,5
1.58604231422454E+018,8
1.6161115112981E+018,3
1.63967096155221E+018,2
1.68768226616241E+018,7
1.7069922745324E+018,6
1.76641829773654E+018,1
1.79754086355739E+018,5
1.83052852613233E+018,1
1978200242,3
312352115,1
3148994752,1
8.08471274255221E+017,3
1.38191522235777E+018,1
1.38197048477917E+018,1
1.38205113540662E+018,2
1.38243485580021E+018,2
1.38259154186943E+018,1
1.3826102493587E+018,1
1.38269786207776E+018,7
1.38276764855189E+018,3
1.59791604412692E+018,24
1.29025776674194E+018,4
1.62985738613023E+018,9
2185008332,4
69058391,11
8.43536297738224E+017,3
1383723272,1
1.3837863117278E+018,4
1.66328034528059E+018,7
1.38379718015932E+018,1
1.3838603243155E+018,2
1.38414324360499E+018,15
1.73271659925199E+018,4
1.80776694737687E+018,17
1.3843002711661E+018,1
1.38432649381632E+018,2
1.38432716596204E+018,1
1.38451660764556E+018,3
1.29176858038472E+018,3
1.3846870201828E+018,3
1.37339690878652E+018,3
1.38476547093556E+018,1
1.38496897932066E+018,21
1.68434218370752E+018,1
35051819,1
1385190157,2
1.38530881763058E+018,13
1.57282562441835E+018,19
1.81550667565197E+018,7
1.38539292520763E+018,2
1.57944995887655E+018,1
349615610,2
1.38553105708105E+018,9
1.38591536682469E+018,3
1.73392300300248E+018,15
1.38633093373382E+018,3
1.59284926439644E+018,1
1.69444287274806E+018,4
1.3863720940369E+018,24
1.57229189129462E+018,15
1.38671246189472E+018,1
1.38672472429475E+018,1
1.38688076106059E+018,5
1.38691853938322E+018,1
1.3871501779711E+018,1
1.43767942391502E+018,1
1.38738343269984E+018,1
1.38742650254811E+018,1
1.38753156730478E+018,12
1.80161300865475E+018,3
1.38754584084426E+018,4
1.3877940257307E+018,1
1.38810347293191E+018,3
1.38822041430906E+018,2
1.13379787537533E+018,1
1.75158976368837E+018,2
1.38822685760304E+018,1
1.38847163494881E+018,1
1.3886094525474E+018,10
1.80986977241232E+018,18
1.38861061586286E+018,1
1.38883808448631E+018,1
138893974,1
1.38956738673131E+018,1
1.21681533459175E+018,1
1.38967359583257E+018,1
1.81927362161484E+018,1
1.38998480282944E+018,5
1.43274213355599E+018,10
1.39019279867103E+018,1
1.39023697984188E+018,4
1.3902657112899E+018,1
54700986,1
1.39028213795859E+018,1
1.39061804061895E+018,4
1.5928955574833E+018,2
1.6696636945051E+018,24
1.39065933230438E+018,1
1.42191877316304E+018,1
1.39067143379007E+018,1
1.39073710708642E+018,8
1.65603007843682E+018,6
1.81602416143043E+018,1
1.39074611728602E+018,2
1049384664,2
1.39089398241946E+018,1
1.39102133388306E+018,1
2603058799,1
1.39107749825599E+018,13
1.39109939337856E+018,5
1.3911024995333E+018,6
1.39115257640662E+018,1
1.34242313157156E+018,1
1.59429606175293E+018,1
1.3914709558395E+018,1
1.70229772469839E+018,1
1.39148928088799E+018,3
1.39174668755156E+018,9
1.39911368937932E+018,12
1.3917570309444E+018,2
1.39182311079882E+018,1
1.3920961520451E+018,3
1.39227029384304E+018,1
1.39227038847911E+018,1
1.39227481195979E+018,1
1.81185349571827E+018,1
1.39240427461379E+018,1
1.39241408995619E+018,2
1.39258156520565E+018,24
1.09573318432136E+018,1
1.45089986301367E+018,1
1.54178549547417E+018,1
1.57676096918693E+018,1
1.58030836645432E+018,4
